"id","ticker","market_cap","total_debt","cash","preferred_stock","minority_interest","enterprise_value","ebit","acquirers_multiple","fetched_at","close_price","sector","industry"
262,"AGCO",8326256640.0,2741900032.0,514900000.0,0.0,0,10553256672.0,698700000.0,15.104131489909832,"2026-06-22 11:05:06.525379",114.99,"Industrials","Farm & Heavy Construction Machinery"
263,"AGIG",48645216.0,6957387.0,16199166.0,0,0,39403437.0,-10618295.0,NULL,"2026-06-22 11:05:09.433384",1.105,"Utilities","Utilities - Renewable"
264,"AGL",1895778560.0,33400000.0,231411008.0,0,0,1697767552.0,-427151000.0,NULL,"2026-06-22 11:05:13.375029",113.63,"Healthcare","Medical Care Facilities"
265,"AGM",1997897216.0,34557800448.0,762078016.0,507993000.0,0,36301612648.0,NULL,NULL,"2026-06-22 11:05:16.387838",184.155,"Financial Services","Credit Services"
266,"AGM.A",0,0,0,0,0,0,NULL,NULL,"2026-06-22 11:05:19.038161",0,"Unknown","Unknown"
267,"AGO",3416392192.0,1704999936.0,1211000064.0,0,0,3910392064.0,751000000.0,5.206913533954727,"2026-06-22 11:05:21.174677",77.15,"Financial Services","Insurance - Specialty"
268,"AGX",10514995200.0,9577000.0,973555008.0,0.0,0,9551017192.0,134701000.0,70.90531764426396,"2026-06-22 11:05:23.685023",750.04,"Industrials","Engineering & Construction"
269,"AHR",9742822400.0,1676674048.0,119978000.0,0.0,0,11299518448.0,168866000.0,66.91411206518778,"2026-06-22 11:05:26.355266",47.13,"Real Estate","REIT - Healthcare Facilities"
270,"AI",1475432320.0,54391000.0,575449024.0,0,0,954374296.0,NULL,NULL,"2026-06-22 11:05:28.426406",10.155,"Technology","Software - Infrastructure"
271,"AIG",41276551168.0,9155999744.0,9592999936.0,0,0,40839550976.0,4275000000.0,9.553111339415205,"2026-06-22 11:05:31.536732",77.85,"Financial Services","Insurance - Diversified"
272,"AII",339410912.0,33167000.0,173660992.0,0,0,198916920.0,NULL,NULL,"2026-06-22 11:05:34.257473",17.325,"Financial Services","Insurance - Property & Casualty"
273,"AIN",2022275968.0,476782016.0,122557000.0,0.0,0,2376500984.0,-22421000.0,NULL,"2026-06-22 11:05:37.841258",71.32,"Consumer Cyclical","Textile Manufacturing"
274,"AIR",5300577280.0,979699968.0,78500000.0,0.0,0,6201777248.0,179800000.0,34.49264320355951,"2026-06-22 11:05:41.057104",133.3,"Industrials","Aerospace & Defense"
275,"AIRI",14605331.0,31906000.0,286000.0,0.0,0,46225331.0,-338000.0,NULL,"2026-06-22 11:05:44.337106",3.011,"Industrials","Aerospace & Defense"
276,"AIT",12494727168.0,365300000.0,171576000.0,0.0,0,12688451168.0,498529000.0,25.451781477105644,"2026-06-22 11:05:48.020247",338.065,"Industrials","Industrial Distribution"
277,"AIV",417902176.0,870668032.0,394945984.0,0,0,893624224.0,-22173000.0,NULL,"2026-06-22 11:05:51.508418",2.905,"Real Estate","REIT - Residential"
278,"AIZ",13106094080.0,2207500032.0,1921500032.0,0,0,13392094080.0,1197100000.0,11.187113925319522,"2026-06-22 11:05:54.476861",264.515,"Financial Services","Insurance - Property & Casualty"
279,"AJG",54780035072.0,13372000256.0,1412999936.0,0,0,66739035392.0,2556000000.0,26.11073372143975,"2026-06-22 11:05:58.381444",213.2,"Financial Services","Insurance Brokers"
